나이,계약유형,이번달_주당방문횟수,총_이용개월수,상대_방문공백,일평균_운동시간,주_이용_시간대_혼잡도,PT_가입여부,그룹수업_참여,최근한달_부상경험,서비스불만_환경불편,서비스불만_비매너회원,기구불만_기구부족,기구불만_기구상태불만,직원불만_불친절,직원불만_전문성부족,가격불만,이탈
24,6,2,3,0.5,28,여유,0,1,0,2,4,2,2,4,5,3,0
21,6,3,20,0.99,43,보통,0,1,0,5,3,3,3,5,5,4,0
39,3,3,2,0.64,61,보통,0,0,0,4,2,4,4,5,3,5,1
69,12,2,20,0.9,91,혼잡,0,0,0,4,4,2,4,5,2,4,0
67,12,3,13,0.94,73,보통,0,0,0,3,5,3,1,5,5,3,0
31,3,2,4,2.0,62,여유,0,1,0,3,2,2,3,4,4,3,1
69,12,3,6,0.86,82,보통,0,0,0,4,5,2,1,3,3,2,1
24,3,2,3,0.16,33,여유,0,1,0,1,4,2,3,4,3,3,0
19,3,4,8,0.58,92,여유,1,0,0,3,1,2,3,4,4,1,0
32,1,1,6,0.93,34,여유,0,1,0,1,4,2,1,2,3,4,0
48,1,1,12,1.08,39,혼잡,0,0,0,3,4,4,3,3,3,2,1
44,1,1,6,5.39,67,보통,0,0,0,3,4,4,3,4,4,5,1
34,12,4,12,0.74,112,보통,1,0,0,4,5,4,4,4,4,4,0
55,12,1,7,1.55,50,보통,0,0,0,4,4,5,5,5,5,5,1
65,6,2,8,1.31,57,여유,0,0,0,4,2,3,4,4,4,4,0
62,3,3,4,1.75,48,보통,1,1,0,4,4,3,3,3,2,2,1
62,12,0,10,5.46,72,매우혼잡,0,0,1,5,5,3,4,4,4,3,1
45,6,1,5,2.39,85,혼잡,0,0,0,5,4,4,4,5,4,3,1
49,12,2,25,1.17,44,여유,0,0,0,4,1,1,4,4,4,1,0
38,1,2,22,1.4,48,여유,0,1,0,1,1,2,2,5,4,3,0
37,1,3,35,0.97,134,혼잡,0,0,0,3,4,3,4,5,4,3,0
61,3,4,3,0.84,93,보통,0,0,0,3,1,3,3,1,3,4,1
41,12,3,2,0.8,37,여유,0,0,0,2,1,2,2,4,3,1,0
28,6,3,17,0.29,45,여유,1,1,0,4,4,3,3,5,5,3,0
54,3,2,11,1.37,50,여유,0,1,0,4,3,2,2,4,5,2,1
42,1,4,22,0.13,92,여유,1,0,0,2,2,2,3,4,3,1,0
49,6,4,7,0.6,72,매우혼잡,0,1,0,5,4,5,4,4,4,3,0
33,6,2,5,0.42,70,여유,0,0,0,4,4,1,2,4,4,4,0
44,1,0,11,4.1,30,여유,0,0,0,3,3,4,3,2,3,2,0
26,12,0,8,0.99,77,여유,0,0,0,4,2,4,4,5,4,5,1
23,12,0,4,2.32,39,보통,0,0,0,3,3,3,4,5,3,3,1
26,6,0,1,1.43,50,혼잡,0,0,0,5,4,5,4,4,4,3,1
35,3,4,23,0.79,79,보통,1,1,0,5,4,2,3,5,5,4,0
46,6,0,27,3.99,42,혼잡,0,0,0,4,2,3,5,4,4,3,1
21,6,3,10,1.12,57,보통,0,0,0,3,3,5,4,4,4,2,0
48,12,0,12,1.93,27,보통,0,0,0,2,3,4,4,3,3,3,1
23,3,0,6,1.04,50,여유,0,0,1,4,2,2,3,3,3,2,0
54,12,3,9,0.15,105,여유,0,0,0,2,2,3,4,3,3,1,0
46,6,3,9,0.37,72,보통,0,0,0,3,4,3,4,4,5,3,0
23,1,3,5,0.48,107,여유,0,0,0,4,3,1,1,2,1,3,0
46,12,3,18,0.38,107,보통,0,0,0,3,2,3,3,4,3,3,0
21,6,3,12,0.35,101,혼잡,0,1,0,4,1,5,2,1,2,4,1
31,1,2,32,0.5,36,혼잡,0,1,0,2,2,4,4,4,4,4,0
29,6,0,1,1.17,17,여유,0,0,0,4,2,3,4,4,3,5,1
32,6,4,2,1.1,125,여유,1,0,0,1,1,1,3,1,2,3,0
62,6,3,36,0.28,105,매우혼잡,0,0,0,5,5,3,4,4,3,2,0
53,1,1,17,1.49,125,보통,0,0,0,5,5,3,3,4,3,1,0
66,12,1,7,7.51,44,보통,0,0,0,5,4,3,3,4,5,5,1
31,12,1,14,1.43,80,여유,0,0,0,5,5,3,4,5,5,5,1
26,12,1,7,1.71,54,혼잡,1,1,0,4,4,3,1,4,5,1,0
47,6,0,28,1.76,119,보통,0,0,0,4,4,3,4,5,5,3,1
45,1,0,12,0.98,60,보통,0,0,1,4,4,3,3,3,2,3,0
38,6,3,5,0.86,113,보통,0,0,0,4,3,3,3,3,4,4,0
31,12,1,2,5.85,86,보통,0,1,0,4,3,3,1,3,3,4,1
41,12,2,22,0.16,59,여유,0,0,0,3,4,1,3,5,5,3,0
39,6,1,19,7.08,42,매우혼잡,0,0,0,5,5,5,5,5,4,5,1
32,3,0,3,7.5,50,혼잡,0,0,0,4,3,4,2,3,4,5,1
37,6,1,9,4.92,54,보통,0,0,0,4,4,4,3,3,4,3,1
23,6,2,7,0.77,115,매우혼잡,1,0,0,4,4,4,3,4,3,2,0
32,12,0,4,1.89,80,보통,0,0,0,1,4,3,3,4,4,5,0
37,12,1,13,6.87,44,보통,0,0,0,3,2,3,5,4,5,3,1
64,3,1,5,0.77,49,혼잡,0,1,0,4,4,5,5,4,4,3,1
24,3,4,2,0.37,111,여유,1,0,0,2,1,2,2,3,3,3,0
45,12,3,1,0.87,79,여유,0,1,0,4,4,3,3,5,5,4,0
39,6,3,22,0.69,36,혼잡,0,0,0,3,4,4,3,4,3,4,0
46,3,3,8,0.77,86,혼잡,1,0,0,4,4,3,4,4,4,3,0
55,1,4,13,0.32,99,여유,1,0,0,4,1,3,5,4,5,1,0
30,3,3,11,0.97,77,보통,0,0,0,3,5,2,2,4,4,3,0
28,3,4,3,0.74,85,여유,0,1,0,1,2,3,4,3,1,3,0
53,1,2,17,0.21,33,보통,0,0,0,3,2,2,3,3,4,1,0
54,12,2,10,1.49,58,보통,0,1,0,1,2,2,3,1,1,3,0
48,6,2,2,0.89,113,여유,1,1,0,4,4,2,2,5,5,2,0
27,12,0,31,4.9,80,보통,0,0,0,3,3,4,2,4,3,4,0
50,6,3,12,0.35,40,여유,0,0,0,2,1,1,3,3,4,2,0
33,12,1,6,1.36,34,보통,0,1,0,4,4,4,3,4,4,5,1
53,6,3,18,0.87,89,보통,1,0,0,5,4,3,4,5,5,5,0
46,3,2,2,1.18,104,보통,0,1,0,4,4,3,2,3,1,2,1
53,12,2,20,1.45,34,보통,0,0,0,3,2,2,5,4,3,3,0
64,6,4,12,0.39,102,보통,1,0,0,4,2,3,4,3,3,4,0
64,3,0,18,1.39,30,여유,0,0,1,4,2,4,3,4,5,5,1
20,1,2,3,0.79,60,보통,0,0,0,4,4,4,4,5,4,3,1
32,1,1,13,1.91,54,보통,0,0,0,4,5,3,4,5,4,4,0
46,3,2,10,0.74,43,혼잡,1,0,0,2,3,3,3,3,3,3,0
25,1,3,35,0.18,24,보통,0,0,0,1,3,4,3,3,3,3,0
23,6,2,23,0.56,44,보통,0,0,0,3,4,2,3,5,5,3,0
40,3,1,10,4.68,92,보통,0,0,0,3,4,4,4,4,2,3,1
28,6,0,9,5.71,51,혼잡,0,1,0,4,4,4,5,1,3,3,0
36,6,0,4,1.5,54,혼잡,0,0,1,5,1,5,5,4,3,2,1
19,3,3,12,0.57,90,혼잡,0,0,0,4,4,4,3,5,4,4,0
20,6,2,5,0.94,43,여유,0,0,0,4,5,1,4,4,5,4,1
33,12,1,4,1.01,54,보통,0,0,0,4,3,3,3,5,4,3,0
45,6,1,3,1.12,37,보통,0,0,0,3,3,4,2,4,4,1,0
47,6,1,13,1.95,77,보통,0,1,0,3,4,1,1,4,3,2,1
25,3,2,4,0.3,104,여유,0,0,0,4,4,3,3,4,4,2,0
41,6,3,10,0.64,51,보통,1,1,0,3,5,4,4,2,4,3,0
41,12,1,30,0.77,112,보통,0,0,0,3,4,4,3,4,5,4,0
48,6,3,4,0.84,42,혼잡,0,1,0,4,3,1,3,3,3,3,1
48,6,2,2,1.48,39,여유,0,0,0,2,4,1,2,1,1,1,0
50,3,2,5,0.11,30,여유,0,1,0,1,1,2,1,1,2,3,0
38,12,2,37,0.79,42,보통,1,0,0,4,3,3,2,3,4,2,0
52,12,2,12,0.51,35,여유,0,0,0,3,2,2,3,2,2,2,0
36,1,0,6,1.82,76,보통,0,0,0,2,3,1,1,4,2,2,0
43,12,1,4,2.45,84,매우혼잡,0,0,0,4,4,4,3,3,3,2,1
26,3,3,13,3.15,73,혼잡,0,1,0,4,4,4,4,4,4,2,1
40,1,0,4,7.93,52,보통,0,0,0,1,3,3,2,4,4,3,1
31,6,2,20,1.3,78,보통,1,1,0,5,4,4,5,5,4,4,0
27,6,0,4,1.5,86,여유,0,0,0,3,5,2,2,4,4,4,1
37,12,3,16,0.7,126,보통,0,1,0,2,3,3,3,4,4,2,0
47,6,4,13,0.84,76,혼잡,0,0,0,4,4,4,3,3,4,3,0
30,6,2,3,0.56,89,여유,0,0,0,4,4,3,3,4,3,5,1
39,1,2,13,0.74,48,여유,1,0,0,4,3,1,4,3,2,2,0
30,6,1,7,0.41,78,혼잡,0,0,0,3,4,5,4,3,3,4,1
27,6,1,5,1.82,41,보통,0,0,0,4,4,3,4,4,3,3,0
32,1,2,3,0.53,16,혼잡,0,0,0,5,2,5,5,4,5,2,0
53,6,2,3,4.55,47,보통,0,1,0,5,4,3,3,4,3,4,1
41,12,2,10,0.98,57,보통,0,0,0,2,4,3,4,5,4,4,0
48,3,2,17,0.73,115,보통,0,0,0,2,5,4,3,5,4,3,0
30,6,1,12,1.39,67,보통,0,0,0,3,5,3,3,4,5,4,0
43,6,2,4,0.84,140,여유,0,0,0,1,1,3,3,4,2,1,0
18,12,0,2,1.31,60,보통,0,1,0,1,2,3,3,1,1,2,0
29,3,1,3,1.0,65,여유,0,0,0,4,2,1,4,4,5,4,1
40,12,2,7,0.92,42,혼잡,1,0,0,4,5,3,3,5,4,3,1
29,6,2,11,1.22,85,보통,0,1,0,2,4,2,3,4,3,3,0
20,6,3,5,0.65,56,혼잡,0,0,0,2,3,4,4,4,4,2,0
31,6,0,3,1.47,64,혼잡,0,0,0,4,5,4,4,5,5,5,1
31,12,1,38,0.69,74,보통,0,0,1,4,3,2,1,4,3,2,0
29,12,3,11,1.03,91,여유,0,0,0,3,1,3,2,3,4,1,0
64,1,0,23,2.28,44,혼잡,0,0,1,3,5,4,3,5,5,5,1
30,6,2,11,1.02,31,혼잡,1,0,0,4,3,4,4,4,5,3,0
24,6,3,6,0.62,72,보통,1,1,0,2,4,4,4,4,4,3,0
21,1,0,8,2.35,84,매우혼잡,0,0,0,5,2,4,4,2,2,2,0
23,3,0,8,2.23,50,보통,0,0,0,3,2,5,5,5,5,4,1
35,1,2,5,1.39,44,여유,0,0,0,2,3,1,3,2,1,2,0
35,3,3,9,0.18,85,보통,0,0,0,2,4,4,4,3,4,4,0
47,12,2,24,0.59,84,보통,0,0,0,3,4,3,3,4,5,3,0
57,12,3,13,0.26,113,보통,0,0,0,2,3,3,3,4,3,2,0
39,6,1,4,1.05,65,매우혼잡,0,0,0,4,4,5,2,3,4,4,0
67,1,2,20,0.21,64,보통,0,0,0,5,4,3,4,4,5,3,0
50,12,2,5,1.13,54,혼잡,0,0,0,5,5,4,4,5,5,3,0
55,12,1,11,0.35,79,여유,0,0,0,3,2,3,3,4,3,3,0
21,1,2,8,1.08,61,매우혼잡,0,1,0,3,3,4,4,4,4,2,0
28,6,2,3,1.33,80,여유,1,0,0,4,4,2,3,3,4,4,0
19,6,3,4,0.69,42,여유,1,0,0,2,5,3,3,5,5,3,0
35,6,0,4,1.41,57,보통,0,0,0,5,3,4,3,5,3,5,1
49,6,2,16,0.52,53,혼잡,0,0,0,5,4,2,3,4,2,1,0
64,1,1,7,0.89,68,보통,1,0,0,1,2,4,4,4,4,1,0
66,3,0,13,7.74,35,매우혼잡,0,0,1,3,4,5,4,5,4,5,1
17,12,0,3,7.52,78,매우혼잡,0,0,0,5,3,4,4,5,5,3,1
30,6,3,3,1.46,61,보통,1,0,0,4,2,3,4,2,2,3,0
61,12,1,4,1.84,82,혼잡,0,0,0,4,4,4,3,4,2,4,1
37,3,0,5,3.68,20,매우혼잡,0,0,0,5,3,5,5,5,4,4,1
23,12,0,8,6.51,28,여유,0,0,0,2,1,1,1,1,2,3,1
48,6,4,9,0.11,66,여유,1,0,0,4,3,2,3,5,5,2,0
29,6,1,3,0.99,46,보통,0,1,0,1,3,3,4,4,4,3,0
18,3,1,1,5.05,84,혼잡,0,0,0,4,4,4,4,5,5,5,1
50,12,1,13,1.32,52,보통,0,0,1,4,4,4,3,4,3,2,0
70,6,5,37,0.49,64,여유,0,0,0,3,4,2,1,4,4,3,0
29,12,1,3,0.49,57,혼잡,0,0,0,5,4,3,3,4,3,1,0
55,6,2,34,0.82,110,보통,0,0,1,3,5,3,2,4,4,4,0
40,12,2,33,0.93,66,보통,0,0,0,4,3,4,2,5,4,4,0
61,6,3,29,0.37,62,여유,0,0,0,4,5,2,3,3,3,3,0
38,3,2,2,1.73,71,보통,0,1,0,3,5,4,3,3,5,3,1
28,12,1,10,0.93,61,매우혼잡,0,0,0,2,4,5,3,4,4,4,1
70,3,1,21,1.21,47,보통,0,0,0,3,3,4,4,5,5,2,0
25,3,3,2,0.38,144,보통,1,0,0,4,2,4,2,3,2,3,0
20,6,2,10,1.04,76,보통,0,0,0,2,3,5,4,5,5,3,0
33,12,0,20,5.13,30,혼잡,0,0,0,4,4,4,4,4,4,5,0
23,1,2,3,1.21,79,보통,0,0,0,1,4,4,4,4,4,2,0
29,12,5,7,0.56,95,여유,1,1,0,1,1,2,1,4,4,3,0
62,12,0,13,1.64,55,보통,0,0,1,2,5,2,2,4,4,3,1
44,6,2,6,1.31,45,보통,0,0,0,3,5,4,5,5,5,5,0
45,12,3,11,0.92,73,보통,1,0,0,4,3,4,3,5,3,1,0
32,1,3,12,1.39,47,혼잡,0,0,0,3,4,3,4,4,3,3,0
36,6,4,4,0.11,65,여유,0,0,0,3,2,5,5,4,3,4,0
50,12,1,3,0.55,59,여유,0,0,0,3,1,3,3,2,3,1,1
17,6,2,2,0.53,79,보통,1,0,0,3,1,5,4,5,3,4,0
42,12,4,19,0.46,82,보통,1,0,0,3,4,3,3,5,5,2,0
24,6,2,3,0.69,84,혼잡,0,0,0,3,4,3,2,2,3,2,0
29,3,4,33,0.56,79,여유,1,0,0,3,2,2,4,3,2,1,0
36,12,3,5,0.51,39,여유,0,0,0,5,5,4,5,3,5,5,1
24,3,7,10,0.32,84,보통,1,1,0,4,4,3,3,3,3,4,0
46,1,2,7,0.53,39,보통,0,1,0,4,2,2,3,3,4,4,0
60,3,4,39,0.26,146,매우혼잡,0,0,0,4,3,4,4,3,3,4,0
22,12,6,36,0.1,48,여유,0,1,0,3,4,2,4,5,3,3,0
45,12,2,12,1.69,49,매우혼잡,0,1,0,4,5,4,5,5,4,3,0
61,6,3,3,0.81,104,보통,1,0,0,4,3,3,2,4,4,3,0
23,1,2,8,0.76,47,보통,0,0,0,3,4,2,3,4,5,2,1
23,12,1,3,1.51,31,보통,0,1,0,4,4,4,3,3,4,4,1
24,6,3,2,0.64,72,보통,0,1,0,5,5,4,5,4,4,5,0
20,1,4,4,0.3,104,보통,0,0,0,1,4,3,2,4,3,2,0
60,6,3,14,0.46,78,보통,0,1,0,3,4,3,4,5,4,3,0
34,3,2,23,0.68,81,보통,0,0,0,2,3,3,3,3,4,2,0
21,12,2,1,0.7,48,보통,0,0,0,3,4,1,3,1,1,3,1
43,6,1,10,0.77,96,혼잡,0,1,0,3,5,5,4,4,4,4,1
51,6,3,2,0.42,110,여유,1,0,0,3,4,3,2,5,4,5,0
18,12,2,1,2.13,42,여유,0,1,0,3,2,3,3,4,4,4,0
45,6,4,7,0.24,78,보통,1,0,0,3,4,5,5,5,5,3,0
42,12,1,4,1.42,61,혼잡,0,0,0,3,4,4,4,4,2,3,1
69,3,2,12,1.13,74,여유,0,0,0,1,3,2,2,2,2,2,0
24,3,2,3,1.72,57,혼잡,1,0,0,3,4,4,3,4,5,2,1
44,3,3,35,0.61,66,혼잡,1,1,0,3,3,4,4,4,3,3,0
35,12,2,16,1.43,72,매우혼잡,0,1,0,4,4,4,3,2,1,3,0
40,12,3,25,1.03,99,여유,1,0,0,4,2,1,4,4,3,2,0
58,1,0,7,1.43,138,여유,0,0,0,3,3,3,3,3,3,3,0
59,12,3,23,0.35,80,여유,1,1,0,3,3,3,3,3,4,4,0
41,3,3,20,0.42,73,보통,0,0,0,5,5,3,4,5,4,4,0
62,6,2,10,2.15,52,보통,0,1,1,4,4,2,3,3,3,3,1
56,12,5,7,0.69,84,혼잡,1,0,0,3,4,4,5,5,3,4,0
50,6,2,4,0.9,106,혼잡,1,1,0,1,2,2,3,3,2,1,0
60,12,1,3,0.74,63,여유,0,0,0,3,2,3,4,3,3,3,0
32,12,3,12,0.35,36,여유,0,1,0,2,4,3,3,4,5,4,0
28,3,3,22,0.63,79,여유,0,0,0,4,2,4,4,5,4,4,1
49,6,0,12,0.98,51,매우혼잡,0,0,0,5,4,3,2,4,4,3,0
58,6,2,5,3.81,35,혼잡,0,0,1,4,4,3,4,3,3,3,1
27,12,0,6,1.42,57,여유,0,0,0,5,3,2,3,4,5,4,1
39,12,4,16,0.33,75,보통,0,0,0,4,3,4,4,2,3,4,1
34,3,2,7,0.98,69,혼잡,0,1,1,3,3,4,2,4,3,3,0
38,6,0,37,1.43,83,여유,0,0,0,4,4,2,4,4,3,4,0
49,12,2,10,1.23,29,보통,0,1,0,5,3,2,4,4,4,3,0
32,3,3,5,1.83,80,보통,0,0,0,2,3,5,3,4,3,3,0
35,6,0,9,5.98,61,혼잡,1,0,0,4,1,3,1,3,2,2,0
51,12,1,10,0.3,22,혼잡,0,0,0,2,3,4,3,4,3,2,0
29,6,3,2,0.8,88,여유,0,1,0,2,1,4,3,3,1,2,0
42,3,2,11,1.41,57,보통,1,1,0,3,4,4,4,4,4,1,1
38,3,0,12,0.7,48,보통,0,0,0,3,4,4,2,4,4,3,0
21,6,0,13,2.49,54,혼잡,0,0,0,3,2,5,3,4,4,4,1
50,12,2,3,1.64,102,매우혼잡,1,0,0,2,3,4,3,4,5,5,0
41,1,1,5,0.87,133,여유,1,0,0,1,3,2,1,4,5,2,0
18,6,2,13,0.63,88,여유,0,0,0,4,4,3,2,5,4,3,0
39,1,3,6,0.96,83,혼잡,1,0,0,3,3,3,2,4,4,2,0
24,12,3,16,1.06,50,매우혼잡,1,0,1,5,5,5,5,4,3,3,0
54,12,2,4,0.95,89,혼잡,0,0,0,3,3,4,4,2,1,2,0
21,12,2,6,1.41,38,보통,0,0,0,4,3,2,3,1,2,3,0
34,6,4,5,0.27,70,매우혼잡,0,1,0,3,5,5,4,5,5,3,0
54,12,2,4,0.75,35,보통,0,1,0,3,3,3,3,3,3,4,0
64,12,1,21,1.57,42,매우혼잡,0,1,0,3,4,5,5,3,4,4,1
37,6,4,8,0.2,68,보통,1,1,0,4,3,3,4,3,4,4,0
39,12,4,4,0.61,97,보통,0,0,0,2,2,4,3,3,2,3,0
52,1,0,9,4.61,23,보통,0,0,0,2,3,3,3,4,2,3,1
67,3,5,39,0.38,80,여유,1,1,0,1,3,1,3,4,4,3,0
32,6,2,3,0.16,65,혼잡,1,0,0,2,5,4,4,1,1,2,0
21,12,3,11,0.28,68,여유,1,1,0,4,4,3,4,3,4,3,0
62,3,1,3,0.77,83,보통,0,0,0,3,3,2,1,4,4,3,1
44,3,0,10,2.47,58,혼잡,0,0,0,2,4,3,2,3,2,2,1
52,6,0,8,2.22,16,매우혼잡,0,0,0,4,4,4,4,5,5,3,1
29,12,4,4,0.67,62,여유,0,0,0,2,3,1,1,4,3,5,0
57,3,2,15,0.86,38,여유,0,1,0,3,4,2,2,5,5,2,0
20,1,3,3,0.62,24,여유,0,0,0,3,3,2,1,4,3,3,0
25,12,4,17,0.36,84,혼잡,1,1,0,3,4,5,5,4,4,4,1
40,3,3,5,0.58,83,보통,0,0,0,3,4,3,3,5,4,3,1
66,12,0,35,2.36,43,여유,0,1,0,4,1,2,3,3,3,3,0
23,1,3,4,0.56,117,여유,0,0,0,3,4,3,3,5,4,4,0
35,12,2,9,0.7,80,보통,0,1,0,4,3,4,3,5,3,4,0
32,12,3,33,0.81,90,매우혼잡,0,0,0,4,3,5,4,4,4,4,1
35,3,1,23,0.88,37,여유,0,0,0,1,1,1,2,3,4,1,0
39,1,0,23,7.2,64,보통,0,0,1,4,3,4,3,3,3,3,1
20,6,2,4,0.54,52,보통,0,0,0,5,5,4,3,4,3,3,0
49,3,1,7,2.26,76,보통,0,0,0,4,3,2,3,4,2,3,1
43,12,2,34,2.2,32,보통,0,0,0,3,1,4,3,5,5,1,0
49,1,2,15,0.66,71,혼잡,0,1,1,3,5,4,4,4,5,3,0
19,1,3,8,0.44,38,보통,1,0,0,5,4,3,4,4,4,3,0
33,6,2,2,0.95,147,여유,1,1,0,2,4,4,5,5,4,3,0
40,12,3,11,0.69,72,매우혼잡,0,1,0,5,5,5,5,4,4,5,1
22,1,0,1,1.5,106,혼잡,0,0,0,3,5,4,4,4,4,5,1
68,3,4,34,0.34,89,여유,0,0,0,2,4,2,4,4,2,5,0
31,6,2,22,0.8,36,매우혼잡,0,1,0,5,5,4,5,5,5,5,0
52,3,2,5,2.25,55,보통,0,0,0,3,2,2,2,4,3,1,0
29,6,3,24,1.23,78,매우혼잡,0,0,0,5,5,5,5,5,4,3,0
40,6,2,6,1.36,72,매우혼잡,0,0,0,3,4,5,5,5,5,4,1
51,6,1,2,1.13,56,보통,0,0,0,2,4,3,1,3,2,2,0
41,12,0,17,7.99,31,보통,0,0,1,3,4,4,5,5,4,5,1
33,1,5,5,0.15,85,보통,0,0,0,4,3,4,4,4,3,4,0
24,1,4,24,0.46,114,보통,1,0,0,3,3,1,2,5,4,2,0
39,1,0,4,2.14,67,혼잡,0,0,0,4,3,4,3,4,4,4,1
38,12,2,35,0.26,69,보통,0,0,0,3,4,3,2,4,4,3,0
46,3,3,10,0.84,41,보통,1,1,0,2,3,2,3,3,2,2,0
51,3,2,5,1.44,80,여유,0,0,0,5,5,3,4,5,5,4,1
18,3,2,3,1.05,43,혼잡,1,1,0,5,4,4,4,4,5,5,1
64,12,3,16,1.02,87,매우혼잡,0,0,0,5,5,3,3,4,3,5,0
40,3,4,10,0.66,42,여유,0,0,0,3,4,2,4,5,4,4,0
45,6,4,12,0.66,39,여유,0,1,0,3,3,2,4,4,4,4,0
66,1,2,4,0.42,58,여유,0,0,0,4,4,2,4,4,4,5,0
25,12,3,3,0.83,82,보통,0,0,0,1,4,3,4,3,3,3,0
42,12,0,4,7.11,76,혼잡,0,1,0,5,1,4,3,3,4,3,1
35,3,1,5,0.46,46,여유,0,0,0,1,4,2,2,3,2,1,0
49,1,3,3,1.25,64,여유,0,0,0,2,4,3,4,5,3,2,1
58,3,1,8,1.47,99,혼잡,0,0,0,5,5,4,3,5,5,3,1
36,3,3,6,0.38,75,보통,0,0,0,4,2,2,1,3,1,1,0
36,12,2,14,1.37,94,매우혼잡,1,0,0,5,2,4,2,2,1,3,0
48,12,4,5,0.3,113,여유,0,1,0,4,4,2,4,5,4,4,0
37,3,1,7,6.36,86,혼잡,0,0,0,3,4,4,2,3,3,4,1
46,12,0,2,0.96,78,보통,0,0,1,2,4,4,5,5,4,3,1
49,12,0,9,1.07,45,여유,0,0,0,2,1,2,3,5,5,4,0
30,12,4,6,1.26,137,보통,1,0,0,4,3,3,4,5,4,3,0
39,1,3,7,1.03,53,보통,0,0,0,4,4,4,5,4,4,4,1
31,12,1,6,0.92,119,보통,0,0,1,3,1,3,1,3,4,2,0
24,6,3,6,1.14,67,혼잡,0,0,0,3,5,4,5,4,3,5,0
20,12,1,9,7.07,114,혼잡,1,0,0,5,2,4,4,4,3,4,1
42,3,1,16,2.34,40,혼잡,1,1,0,5,4,4,3,3,4,4,1
49,12,1,1,2.27,108,여유,0,0,0,4,3,1,3,1,3,4,0
37,3,1,6,0.99,58,여유,0,0,0,2,3,3,4,2,3,3,0
36,3,1,7,2.06,49,매우혼잡,0,0,0,2,4,4,4,1,3,3,1
65,1,2,16,1.33,20,혼잡,0,0,0,5,4,4,2,3,4,4,0
41,3,3,6,0.72,42,여유,0,0,1,2,3,1,1,5,4,1,0
24,6,6,15,0.1,67,여유,1,1,0,2,2,3,3,3,3,1,0
64,12,4,33,0.19,82,혼잡,0,0,0,2,5,4,4,4,3,5,0
31,1,1,6,0.61,65,혼잡,0,0,0,3,4,3,3,2,3,2,0
35,3,0,2,6.87,19,여유,0,0,1,3,2,1,5,3,4,1,1
32,6,1,4,1.55,54,보통,0,0,0,4,3,3,5,5,5,2,0
33,12,5,9,0.63,111,여유,1,1,0,3,2,2,1,5,5,1,0
67,6,4,9,0.65,61,혼잡,1,0,0,4,4,5,5,5,4,1,0
20,12,2,2,1.01,83,혼잡,0,1,0,4,3,3,4,3,3,5,0
40,12,3,2,1.14,84,보통,1,0,1,5,3,4,4,4,5,4,0
48,3,5,22,0.34,55,여유,0,0,0,1,2,2,3,3,3,1,0
47,3,4,16,0.31,30,혼잡,0,1,0,4,5,5,4,3,4,2,0
31,12,1,11,1.34,40,보통,1,0,0,4,3,4,4,5,5,4,1
41,12,1,9,0.61,63,여유,0,0,0,2,2,1,1,4,3,1,1
23,12,1,4,1.17,33,혼잡,0,0,0,4,3,4,4,4,4,4,1
62,12,2,8,1.17,62,매우혼잡,0,0,0,5,4,5,4,5,4,3,0
29,1,7,6,0.24,150,혼잡,1,1,0,5,4,4,3,4,4,4,0
42,6,4,1,1.18,45,혼잡,0,1,0,2,4,4,4,2,4,5,0
60,12,0,3,1.69,71,혼잡,0,0,0,3,4,4,4,3,4,2,1
31,6,0,8,6.48,65,보통,0,0,0,4,1,4,3,3,4,3,1
69,1,2,22,0.42,42,보통,0,0,1,3,4,2,2,1,2,3,0
32,6,0,3,2.38,54,혼잡,0,0,0,4,3,4,3,4,4,3,1
69,6,2,9,0.52,87,여유,0,0,0,4,5,3,3,4,4,4,0
47,6,1,9,0.83,50,혼잡,0,0,0,5,3,3,2,3,4,1,0
20,12,2,3,0.48,85,보통,1,1,0,1,4,3,5,4,5,2,0
36,3,3,9,0.65,80,여유,0,0,0,2,3,1,3,4,4,1,1
25,3,4,7,0.67,46,보통,1,1,0,4,4,5,4,5,5,3,0
45,1,0,17,0.93,30,여유,0,0,0,2,3,2,5,1,3,3,0
27,6,3,3,0.41,39,보통,0,0,0,4,2,3,4,5,4,4,0
48,1,0,9,2.24,72,혼잡,0,0,0,3,5,4,4,4,4,5,0
65,3,3,3,1.29,97,혼잡,0,0,0,5,4,3,4,4,3,3,1
46,12,4,7,0.41,73,매우혼잡,1,1,0,4,5,3,4,1,1,1,0
67,1,2,3,5.93,47,혼잡,0,1,0,3,2,3,2,1,2,4,1
28,3,0,6,2.96,25,보통,0,0,0,5,4,3,5,4,2,5,1
57,12,4,10,0.31,41,여유,0,0,0,2,3,3,3,3,4,3,0
59,12,6,7,0.19,85,여유,0,1,0,5,3,4,5,5,5,5,1
29,12,5,5,0.24,68,보통,1,0,0,2,4,4,3,4,3,2,0
24,6,1,13,2.36,26,혼잡,0,0,0,3,4,5,2,5,4,5,1
53,6,0,4,2.05,81,혼잡,0,0,0,4,2,4,3,5,5,3,1
58,6,3,12,0.25,64,여유,0,0,0,4,3,1,2,5,5,1,0
21,6,1,25,1.38,48,보통,0,0,0,3,3,3,2,4,3,3,0
32,3,2,8,1.06,54,보통,0,0,0,3,4,3,1,3,4,3,1
21,1,1,3,1.14,43,여유,0,1,0,1,4,4,3,4,4,5,0
23,12,2,2,1.14,114,보통,0,1,0,4,3,2,2,1,1,5,0
